id,label,attack_type,source_pcap,window_index,summary
80,malicious,dhcp_poison,05_dhcp_poisoning.pcap,7,"Time window #7: duration=6.5s, total_packets=8
Protocol mix: UDP=7, DNS=7
Top source IPs: 192.168.100.200 (internal_host)=8
Top dest IPs: 224.0.0.251=7, 224.0.0.22=1
DNS queries: count=4, examples=['d.b.f.8.4.1.8.a.1.9.8.6.f.3.f.d.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa', '_ipps._tcp.local']
Behavioral indicators: none"
81,normal,,02_normal.pcap,21,"Time window #21: duration=9.8s, total_packets=305
Protocol mix: TCP=283, ICMP=20, UDP=2
Top source IPs: 192.168.100.51 (internal_host)=151, 80.251.45.14=24, 192.168.100.1 (gateway)=17, 34.120.208.123=14, 151.101.1.91=12
Top dest IPs: 192.168.100.51 (internal_host)=154, 80.251.45.14=24, 192.168.100.1 (gateway)=18, 34.120.208.123=12, 151.101.1.91=12
TCP flags: ACK=277, PSH=81, FIN=40, RST=5, SYN=2
TCP distinct_dst_ports=64, top_ports=[(443, 93), (80, 39), (57644, 14), (53, 8), (46996, 7), (54258, 5), (47324, 4), (43886, 4), (43870, 4), (43882, 4)]
Behavioral indicators: none"
82,malicious,port_scan_recon,00_recon_and_scan_extra.pcap,8,"Time window #8: duration=10.0s, total_packets=107
Protocol mix: UDP=95, DNS=17, ICMP=12
Top source IPs: 192.168.100.50 (kali_attacker)=95, 192.168.100.150 (internal_host)=12
Top dest IPs: 192.168.100.150 (internal_host)=92, 192.168.100.50 (kali_attacker)=12, 192.168.100.1 (gateway)=2, 62.12.173.11=1
DNS queries: count=12, examples=['150.100.168.192.in-addr.arpa', 'version.bind', '_services._dns-sd._udp.local']
Behavioral indicators: none"
83,malicious,dhcp_poison,05_dhcp_poisoning.pcap,10,"Time window #10: duration=8.6s, total_packets=5
Protocol mix: UDP=3, ARP=2, DNS=1
Top source IPs: 192.168.100.200 (internal_host)=1, 192.168.100.50 (kali_attacker)=1, 62.106.94.7=1
Top dest IPs: 224.0.0.251=1, 62.106.94.7=1, 192.168.100.50 (kali_attacker)=1
ARP: requests=1, replies=1, distinct_announced_IPs=2
DNS queries: count=1, examples=['_ipps._tcp.local']
Behavioral indicators: none"
84,malicious,dns_spoof,04_dns_spoofing.pcap,23,"Time window #23: duration=7.2s, total_packets=22
Protocol mix: ARP=16, UDP=6, DNS=4, DHCP=2
Top source IPs: 192.168.100.1 (gateway)=3, 192.168.100.50 (kali_attacker)=2, 0.0.0.0=1
Top dest IPs: 192.168.100.1 (gateway)=2, 192.168.100.50 (kali_attacker)=2, 255.255.255.255=1, 192.168.100.51 (internal_host)=1
ARP: requests=1, replies=15, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
DHCP types: REQUEST=1, ACK=1
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:0c:29:84:7f:8a']); arp_conflict (IP 192.168.100.150 announced by MACs ['00:0c:29:7d:7f:9e', '00:0c:29:84:7f:8a'])"
85,normal,,02_normal.pcap,45,"Time window #45: duration=7.6s, total_packets=141
Protocol mix: TCP=141
Top source IPs: 192.168.100.51 (internal_host)=71, 192.168.100.1 (gateway)=70
Top dest IPs: 192.168.100.1 (gateway)=71, 192.168.100.51 (internal_host)=70
TCP flags: ACK=141, PSH=128
TCP distinct_dst_ports=2, top_ports=[(22, 71), (45786, 70)]
Behavioral indicators: none"
86,normal,,02_normal.pcap,19,"Time window #19: duration=9.6s, total_packets=5282
Protocol mix: TCP=3184, UDP=2098
Top source IPs: 192.168.100.51 (internal_host)=2032, 142.251.142.98=491, 104.18.21.206=378, 172.217.23.130=212, 192.178.24.8=186
Top dest IPs: 192.168.100.51 (internal_host)=3248, 192.168.100.1 (gateway)=266, 142.251.142.98=103, 34.160.152.31=90, 192.178.24.8=69
TCP flags: ACK=3033, PSH=1394, SYN=197, FIN=133, RST=54
TCP distinct_dst_ports=174, top_ports=[(443, 1190), (53, 266), (80, 137), (57630, 78), (56902, 68), (42956, 43), (51306, 36), (48196, 34), (55660, 33), (40812, 32)]
Behavioral indicators: port_scan_signature (distinct_dst_ports=174, SYN=197, RST=54)"
87,malicious,arp_spoof,03_arp_spoof.pcap,1,"Time window #1: duration=10.0s, total_packets=107
Protocol mix: ARP=89, UDP=12, DNS=7, DHCP=2, ICMP=1
Top source IPs: 192.168.100.50 (kali_attacker)=9, 192.168.100.1 (gateway)=4, 192.168.100.51 (internal_host)=2
Top dest IPs: 192.168.100.1 (gateway)=4, 192.168.100.50 (kali_attacker)=4, 192.168.100.51 (internal_host)=2, 239.255.255.250=2, 224.0.0.22=2
ARP: requests=85, replies=4, distinct_announced_IPs=3
DNS queries: count=4, examples=['1.100.168.192.in-addr.arpa', '51.100.168.192.in-addr.arpa', '_services._dns-sd._udp.local']
DHCP types: REQUEST=1, ACK=1
Behavioral indicators: none"
88,malicious,port_scan_recon,00_recon_and_scan_extra.pcap,6,"Time window #6: duration=5.8s, total_packets=1022
Protocol mix: TCP=1013, ARP=6, UDP=3, DNS=3
Top source IPs: 192.168.100.50 (kali_attacker)=509, 192.168.100.150 (internal_host)=504, 192.168.100.51 (internal_host)=2, 192.168.100.1 (gateway)=1
Top dest IPs: 192.168.100.150 (internal_host)=506, 192.168.100.50 (kali_attacker)=504, 192.168.100.1 (gateway)=5, 192.168.100.51 (internal_host)=1
TCP flags: ACK=511, SYN=503, RST=500, FIN=4, PSH=1
TCP distinct_dst_ports=503, top_ports=[(54164, 500), (22, 7), (37366, 4), (53, 3), (110, 1), (135, 1), (443, 1), (23, 1), (80, 1), (25, 1)]
ARP: requests=3, replies=3, distinct_announced_IPs=4
DNS queries: count=3, examples=['150.100.168.192.in-addr.arpa']
Behavioral indicators: port_scan_signature (distinct_dst_ports=503, SYN=503, RST=500)"
89,malicious,arp_spoof,03_arp_spoof.pcap,18,"Time window #18: duration=9.1s, total_packets=830
Protocol mix: ARP=817, UDP=12, DNS=4, ICMP=1
Top source IPs: 192.168.100.1 (gateway)=6, 192.168.100.50 (kali_attacker)=6, 192.168.100.51 (internal_host)=1
Top dest IPs: 239.255.255.250=6, 192.168.100.50 (kali_attacker)=3, 192.168.100.1 (gateway)=2, 192.168.100.51 (internal_host)=1, 192.168.100.255 (internal_host)=1
ARP: requests=796, replies=21, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: arp_conflict (IP 192.168.100.51 announced by MACs ['00:0c:29:7d:7f:9e', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=21)"
90,malicious,arp_spoof,03_arp_spoof.pcap,4,"Time window #4: duration=8.5s, total_packets=767
Protocol mix: ARP=756, UDP=9, DNS=5, ICMP=1
Top source IPs: 192.168.100.50 (kali_attacker)=7, 192.168.100.1 (gateway)=2, 192.168.100.51 (internal_host)=1
Top dest IPs: 192.168.100.50 (kali_attacker)=3, 239.255.255.250=2, 192.168.100.1 (gateway)=2, 192.168.100.51 (internal_host)=1, 224.0.0.251=1
ARP: requests=756, replies=0, distinct_announced_IPs=1
DNS queries: count=3, examples=['1.100.168.192.in-addr.arpa', '_services._dns-sd._udp.local']
Behavioral indicators: none"
91,normal,,02_normal.pcap,11,"Time window #11: duration=9.4s, total_packets=76
Protocol mix: TCP=74, UDP=2, DHCP=2
Top source IPs: 192.168.100.51 (internal_host)=45, 192.168.100.1 (gateway)=7, 192.178.24.35=6, 23.11.40.157=6, 80.251.45.14=6
Top dest IPs: 192.168.100.51 (internal_host)=31, 80.251.45.14=12, 192.168.100.1 (gateway)=11, 192.178.24.35=8, 23.11.40.157=8
TCP flags: ACK=74, PSH=10
TCP distinct_dst_ports=28, top_ports=[(80, 21), (443, 13), (53, 10), (45952, 6), (42368, 1), (45556, 1), (47512, 1), (47496, 1), (45540, 1), (35568, 1)]
DHCP types: REQUEST=1, ACK=1
Behavioral indicators: none"
92,malicious,dhcp_poison,05_dhcp_poisoning.pcap,14,"Time window #14: duration=9.5s, total_packets=7
Protocol mix: ARP=4, UDP=3, DNS=1
Top source IPs: 192.168.100.50 (kali_attacker)=1, 62.106.94.7=1, 192.168.100.200 (internal_host)=1
Top dest IPs: 62.106.94.7=1, 192.168.100.50 (kali_attacker)=1, 224.0.0.251=1
ARP: requests=2, replies=2, distinct_announced_IPs=3
DNS queries: count=1, examples=['_ipps._tcp.local']
Behavioral indicators: none"
93,normal,,02_normal.pcap,30,"Time window #30: duration=9.9s, total_packets=270
Protocol mix: TCP=201, UDP=43
Top source IPs: 192.168.100.51 (internal_host)=117, 172.217.171.78=18, 192.168.100.1 (gateway)=15, 169.150.215.115=6, 192.178.24.35=5
Top dest IPs: 192.168.100.51 (internal_host)=123, 172.217.171.78=15, 224.0.0.22=11, 169.150.215.115=5, 192.178.24.35=5
TCP flags: ACK=201, PSH=72, FIN=12
TCP distinct_dst_ports=57, top_ports=[(443, 79), (80, 21), (36364, 6), (42766, 4), (60114, 4), (42462, 4), (59772, 4), (34722, 4), (51348, 3), (54764, 2)]
Behavioral indicators: none"
94,malicious,dns_spoof,04_dns_spoofing.pcap,4,"Time window #4: duration=9.4s, total_packets=16
Protocol mix: UDP=8, ARP=8, DNS=6, DHCP=2
Top source IPs: 192.168.100.1 (gateway)=4, 192.168.100.50 (kali_attacker)=3, 192.168.100.150 (internal_host)=1
Top dest IPs: 192.168.100.1 (gateway)=4, 192.168.100.50 (kali_attacker)=3, 192.168.100.150 (internal_host)=1
ARP: requests=0, replies=8, distinct_announced_IPs=2
DNS queries: count=3, examples=['1.100.168.192.in-addr.arpa', '150.100.168.192.in-addr.arpa']
DHCP types: REQUEST=1, ACK=1
Behavioral indicators: none"
95,malicious,dns_spoof,04_dns_spoofing.pcap,18,"Time window #18: duration=9.6s, total_packets=35
Protocol mix: ARP=24, UDP=10, DNS=8, ICMP=1
Top source IPs: 192.168.100.50 (kali_attacker)=4, 192.168.100.1 (gateway)=4, 192.168.100.150 (internal_host)=2, 62.106.94.7=1
Top dest IPs: 192.168.100.1 (gateway)=5, 192.168.100.50 (kali_attacker)=3, 192.168.100.150 (internal_host)=2, 62.106.94.7=1
ARP: requests=2, replies=22, distinct_announced_IPs=3
DNS queries: count=4, examples=['1.100.168.192.in-addr.arpa', 'connectivity-check.ubuntu.com']
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=22)"
96,malicious,dns_spoof,04_dns_spoofing.pcap,16,"Time window #16: duration=9.6s, total_packets=26
Protocol mix: ARP=22, UDP=4, DNS=4
Top source IPs: 192.168.100.50 (kali_attacker)=2, 192.168.100.1 (gateway)=2
Top dest IPs: 192.168.100.1 (gateway)=2, 192.168.100.50 (kali_attacker)=2
ARP: requests=1, replies=21, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=21)"
97,normal,,02_normal.pcap,32,"Time window #32: duration=9.8s, total_packets=88
Protocol mix: UDP=51, TCP=33, ARP=4
Top source IPs: 192.168.100.51 (internal_host)=40, 172.217.171.78=24, 192.178.24.35=5, 104.236.86.11=5, 192.178.24.17=4
Top dest IPs: 192.168.100.51 (internal_host)=44, 172.217.171.78=19, 192.178.24.35=5, 104.236.86.11=5, 192.178.24.17=4
TCP flags: ACK=33, FIN=2, PSH=2
TCP distinct_dst_ports=18, top_ports=[(80, 8), (443, 7), (53, 2), (57644, 2), (45562, 1), (42368, 1), (45554, 1), (51856, 1), (51842, 1), (51868, 1)]
ARP: requests=2, replies=2, distinct_announced_IPs=2
Behavioral indicators: none"
98,malicious,arp_spoof,03_arp_spoof.pcap,20,"Time window #20: duration=10.0s, total_packets=1246
Protocol mix: ARP=1228, UDP=11, ICMP=7, DNS=4
Top source IPs: 192.168.100.50 (kali_attacker)=10, 192.168.100.1 (gateway)=4, 192.168.100.51 (internal_host)=3, 62.106.94.7=1
Top dest IPs: 192.168.100.1 (gateway)=5, 192.168.100.51 (internal_host)=4, 192.168.100.50 (kali_attacker)=4, 192.168.100.255 (internal_host)=2, 239.255.255.250=2
ARP: requests=1207, replies=21, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: arp_conflict (IP 192.168.100.51 announced by MACs ['00:0c:29:7d:7f:9e', '00:0c:29:84:7f:8a']); high_arp_reply_rate (count=21)"
99,malicious,dns_spoof,04_dns_spoofing.pcap,21,"Time window #21: duration=9.6s, total_packets=109
Protocol mix: TCP=65, UDP=24, DNS=20, ARP=20
Top source IPs: 192.168.100.150 (internal_host)=43, 34.107.221.82=16, 192.168.100.1 (gateway)=14, 34.120.208.123=10, 34.107.243.93=4
Top dest IPs: 192.168.100.150 (internal_host)=38, 34.107.221.82=16, 34.120.208.123=12, 192.168.100.1 (gateway)=10, 34.107.243.93=7
TCP flags: ACK=61, PSH=23, FIN=11, SYN=6, RST=4
TCP distinct_dst_ports=7, top_ports=[(443, 19), (80, 16), (33292, 8), (33296, 8), (49732, 5), (49738, 5), (47402, 4)]
ARP: requests=0, replies=20, distinct_announced_IPs=2
DNS queries: count=10, examples=['push.services.mozilla.com', 'ipv4only.arpa', 'telemetry-incoming.r53-2.services.mozilla.com', '1.100.168.192.in-addr.arpa']
Behavioral indicators: high_arp_reply_rate (count=20)"
100,normal,,02_normal.pcap,10,"Time window #10: duration=9.8s, total_packets=1297
Protocol mix: UDP=1011, TCP=284, ARP=2
Top source IPs: 104.18.95.41=502, 192.178.25.227=317, 192.168.100.51 (internal_host)=306, 80.251.45.14=83, 142.251.151.119=19
Top dest IPs: 192.168.100.51 (internal_host)=987, 104.18.95.41=116, 80.251.45.14=67, 192.178.25.227=37, 192.168.100.1 (gateway)=18
TCP flags: ACK=275, PSH=115, SYN=14, FIN=3, RST=2
TCP distinct_dst_ports=38, top_ports=[(443, 103), (43858, 21), (80, 19), (53, 18), (43886, 14), (43880, 13), (43892, 11), (43882, 10), (43870, 10), (45952, 9)]
ARP: requests=1, replies=1, distinct_announced_IPs=2
Behavioral indicators: none"
101,normal,,02_normal.pcap,47,"Time window #47: duration=10.0s, total_packets=689
Protocol mix: TCP=689
Top source IPs: 192.168.100.51 (internal_host)=347, 192.168.100.1 (gateway)=338, 151.101.193.91=4
Top dest IPs: 192.168.100.1 (gateway)=343, 192.168.100.51 (internal_host)=342, 151.101.193.91=4
TCP flags: ACK=688, PSH=675, FIN=2, RST=1
TCP distinct_dst_ports=4, top_ports=[(22, 343), (45786, 338), (443, 4), (56474, 4)]
Behavioral indicators: none"
102,normal,,02_normal.pcap,38,"Time window #38: duration=10.0s, total_packets=555
Protocol mix: TCP=551, ARP=4
Top source IPs: 192.168.100.51 (internal_host)=277, 192.168.100.1 (gateway)=265, 192.178.24.35=5, 34.120.208.123=4
Top dest IPs: 192.168.100.51 (internal_host)=274, 192.168.100.1 (gateway)=268, 192.178.24.35=5, 34.120.208.123=4
TCP flags: ACK=551, PSH=531, FIN=2
TCP distinct_dst_ports=10, top_ports=[(22, 268), (45786, 265), (80, 5), (443, 4), (57644, 4), (44942, 1), (45556, 1), (45562, 1), (42368, 1), (45554, 1)]
ARP: requests=2, replies=2, distinct_announced_IPs=2
Behavioral indicators: none"
103,normal,,02_normal.pcap,18,"Time window #18: duration=10.0s, total_packets=4141
Protocol mix: TCP=3692, UDP=449
Top source IPs: 192.168.100.51 (internal_host)=1985, 104.21.89.22=114, 192.168.100.1 (gateway)=111, 192.178.25.225=99, 172.217.18.161=94
Top dest IPs: 192.168.100.51 (internal_host)=2156, 192.168.100.1 (gateway)=197, 192.178.25.225=99, 172.217.18.161=92, 185.89.210.20=67
TCP flags: ACK=3501, PSH=1499, SYN=303, FIN=233, RST=78
TCP distinct_dst_ports=209, top_ports=[(443, 1461), (80, 203), (53, 197), (57624, 66), (57630, 31), (45562, 26), (55972, 24), (34566, 23), (41136, 23), (38866, 22)]
Behavioral indicators: port_scan_signature (distinct_dst_ports=209, SYN=303, RST=78)"
104,normal,,02_normal.pcap,40,"Time window #40: duration=9.9s, total_packets=971
Protocol mix: UDP=631, TCP=338, ARP=2
Top source IPs: 104.18.95.41=496, 192.168.100.51 (internal_host)=303, 192.168.100.1 (gateway)=163, 162.159.207.0=5, 192.168.100.50 (kali_attacker)=1
Top dest IPs: 192.168.100.51 (internal_host)=663, 192.168.100.1 (gateway)=176, 104.18.95.41=122, 162.159.207.0=5, 62.106.94.7=1
TCP flags: ACK=337, PSH=314, SYN=2
TCP distinct_dst_ports=4, top_ports=[(22, 168), (45786, 155), (53, 8), (41166, 7)]
ARP: requests=1, replies=1, distinct_announced_IPs=2
Behavioral indicators: none"
105,malicious,dhcp_poison,05_dhcp_poisoning.pcap,24,"Time window #24: duration=9.1s, total_packets=25
Protocol mix: UDP=18, DNS=10, DHCP=6, ARP=3
Top source IPs: 192.168.100.200 (internal_host)=11, 0.0.0.0=4, 192.168.100.50 (kali_attacker)=3, 192.168.100.150 (internal_host)=2, 192.168.100.1 (gateway)=1
Top dest IPs: 224.0.0.251=10, 224.0.0.22=4, 255.255.255.255=2, 192.168.100.200 (internal_host)=2, 192.168.100.1 (gateway)=1
ARP: requests=1, replies=2, distinct_announced_IPs=2
DNS queries: count=6, examples=['_ipps._tcp.local', 'd.b.f.8.4.1.8.a.1.9.8.6.f.3.f.d.0.0.0.0.0.0.0.0.0.0.0.0.0.8.e.f.ip6.arpa']
DHCP types: OFFER=2, RELEASE=1, DISCOVER=1, REQUEST=1, ACK=1
DHCP OFFER servers: ['192.168.100.1']
Behavioral indicators: arp_conflict (IP 192.168.100.1 announced by MACs ['00:0c:29:be:56:14', '00:50:56:c0:00:02'])"
106,malicious,port_scan_recon,00_recon_and_scan_extra.pcap,11,"Time window #11: duration=8.0s, total_packets=455
Protocol mix: TCP=438, UDP=6, ARP=6, ICMP=5, DNS=2
Top source IPs: 192.168.100.50 (kali_attacker)=231, 192.168.100.150 (internal_host)=214, 192.168.100.1 (gateway)=4
Top dest IPs: 192.168.100.150 (internal_host)=230, 192.168.100.50 (kali_attacker)=215, 239.255.255.250=3, 192.168.100.1 (gateway)=1
TCP flags: SYN=220, ACK=211, RST=211, FIN=5, PSH=5
TCP distinct_dst_ports=212, top_ports=[(58623, 200), (22, 25), (1, 4), (3306, 1), (199, 1), (143, 1), (8888, 1), (139, 1), (135, 1), (111, 1)]
ARP: requests=3, replies=3, distinct_announced_IPs=4
DNS queries: count=1, examples=['150.100.168.192.in-addr.arpa']
Behavioral indicators: port_scan_signature (distinct_dst_ports=212, SYN=220, RST=211)"
107,normal,,02_normal.pcap,35,"Time window #35: duration=9.6s, total_packets=256
Protocol mix: TCP=256
Top source IPs: 192.168.100.51 (internal_host)=128, 192.178.24.35=5, 172.217.18.166=4, 172.66.171.133=4, 34.36.200.111=4
Top dest IPs: 192.168.100.51 (internal_host)=128, 192.178.24.35=5, 172.217.18.166=4, 172.66.171.133=4, 34.36.200.111=4
TCP flags: ACK=253, PSH=92, FIN=58, RST=3
TCP distinct_dst_ports=41, top_ports=[(443, 116), (80, 8), (51682, 4), (57354, 4), (59028, 4), (48200, 4), (41382, 4), (54004, 4), (47998, 4), (36712, 4)]
Behavioral indicators: none"
108,malicious,arp_spoof,03_arp_spoof.pcap,14,"Time window #14: duration=9.1s, total_packets=947
Protocol mix: ARP=912, TCP=20, UDP=10, ICMP=5, DNS=4
Top source IPs: 192.168.100.51 (internal_host)=13, 192.168.100.50 (kali_attacker)=11, 192.168.100.1 (gateway)=10, 62.106.94.7=1
Top dest IPs: 192.168.100.1 (gateway)=16, 192.168.100.51 (internal_host)=11, 192.168.100.50 (kali_attacker)=4, 239.255.255.250=2, 192.168.100.255 (internal_host)=1
TCP flags: ACK=18, PSH=8, SYN=4
TCP distinct_dst_ports=2, top_ports=[(53, 12), (56318, 8)]
ARP: requests=892, replies=20, distinct_announced_IPs=3
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: high_arp_reply_rate (count=20)"
109,malicious,dhcp_poison,05_dhcp_poisoning.pcap,2,"Time window #2: duration=10.0s, total_packets=336257
Protocol mix: UDP=335951, DHCP=335943, ARP=305, DNS=6
Top source IPs: 0.0.0.0=335844, 192.168.100.1 (gateway)=101, 192.168.100.51 (internal_host)=5, 185.125.190.56=1
Top dest IPs: 255.255.255.255=335943, 192.168.100.1 (gateway)=4, 192.168.100.51 (internal_host)=3, 185.125.190.56=1
ARP: requests=301, replies=4, distinct_announced_IPs=3
DNS queries: count=4, examples=['ntp.ubuntu.com']
DHCP types: DISCOVER=335844, OFFER=99
DHCP OFFER servers: ['192.168.100.1']
Behavioral indicators: high_dhcp_discover_rate (count=335844)"
110,malicious,dhcp_poison,05_dhcp_poisoning.pcap,20,"Time window #20: duration=8.9s, total_packets=54
Protocol mix: UDP=23, DNS=23, ICMP=12, TCP=12, ARP=7
Top source IPs: 192.168.100.200 (internal_host)=29, 192.168.100.50 (kali_attacker)=18
Top dest IPs: 192.168.100.50 (kali_attacker)=20, 192.168.100.200 (internal_host)=18, 224.0.0.251=9
TCP flags: SYN=6, ACK=6, RST=6
TCP distinct_dst_ports=7, top_ports=[(53, 6), (39166, 1), (39178, 1), (39180, 1), (39192, 1), (39198, 1), (39214, 1)]
ARP: requests=5, replies=2, distinct_announced_IPs=3
DNS queries: count=18, examples=['_ipps._tcp.local', 'connectivity-check.ubuntu.com', '51.100.168.192.in-addr.arpa']
Behavioral indicators: none"
111,malicious,dns_spoof,04_dns_spoofing.pcap,7,"Time window #7: duration=9.5s, total_packets=24
Protocol mix: ARP=20, UDP=4, DNS=4
Top source IPs: 192.168.100.50 (kali_attacker)=2, 192.168.100.1 (gateway)=2
Top dest IPs: 192.168.100.1 (gateway)=2, 192.168.100.50 (kali_attacker)=2
ARP: requests=0, replies=20, distinct_announced_IPs=2
DNS queries: count=2, examples=['1.100.168.192.in-addr.arpa']
Behavioral indicators: high_arp_reply_rate (count=20)"
112,malicious,arp_spoof,03_arp_spoof.pcap,7,"Time window #7: duration=9.1s, total_packets=867
Protocol mix: ARP=853, UDP=10, DNS=5, ICMP=1
Top source IPs: 192.168.100.50 (kali_attacker)=7, 192.168.100.51 (internal_host)=2, 192.168.100.1 (gateway)=2
Top dest IPs: 239.255.255.250=3, 192.168.100.50 (kali_attacker)=3, 192.168.100.1 (gateway)=2, 224.0.0.251=1, 192.168.100.51 (internal_host)=1
ARP: requests=833, replies=20, distinct_announced_IPs=3
DNS queries: count=3, examples=['_services._dns-sd._udp.local', '1.100.168.192.in-addr.arpa']
Behavioral indicators: high_arp_reply_rate (count=20)"
113,normal,,02_normal.pcap,44,"Time window #44: duration=10.0s, total_packets=129
Protocol mix: TCP=125, ARP=4
Top source IPs: 192.168.100.51 (internal_host)=64, 192.168.100.1 (gateway)=57, 172.217.23.131=4
Top dest IPs: 192.168.100.51 (internal_host)=61, 192.168.100.1 (gateway)=60, 172.217.23.131=4
TCP flags: ACK=125, PSH=114, FIN=4
TCP distinct_dst_ports=6, top_ports=[(22, 58), (45786, 56), (443, 4), (46878, 4), (53, 2), (47262, 1)]
ARP: requests=2, replies=2, distinct_announced_IPs=2
Behavioral indicators: none"
114,malicious,dns_spoof,04_dns_spoofing.pcap,20,"Time window #20: duration=9.6s, total_packets=336
Protocol mix: TCP=170, UDP=138, DNS=134, ARP=20, ICMP=8
Top source IPs: 192.168.100.150 (internal_host)=147, 192.168.100.1 (gateway)=68, 192.168.100.50 (kali_attacker)=39, 34.107.221.82=24, 34.120.208.123=14
Top dest IPs: 192.168.100.150 (internal_host)=117, 192.168.100.1 (gateway)=72, 192.168.100.50 (kali_attacker)=45, 34.120.208.123=26, 34.107.221.82=24
TCP flags: ACK=149, PSH=59, SYN=23, RST=19, FIN=8
TCP distinct_dst_ports=17, top_ports=[(443, 71), (80, 27), (33292, 12), (33296, 12), (59832, 8), (44502, 7), (58050, 4), (37312, 4), (58288, 4), (58300, 4)]
ARP: requests=0, replies=20, distinct_announced_IPs=2
DNS queries: count=58, examples=['push.services.mozilla.com', 'ipv4only.arpa', 'support.mozilla.org', 'mozilla.map.fastly.net', '1.100.168.192.in-addr.arpa', 'ayazaga.com', 'bid4514.ankara.edu.tr', 'dyna.wikimedia.org']
Behavioral indicators: high_arp_reply_rate (count=20)"
115,normal,,02_normal.pcap,2,"Time window #2: duration=10.0s, total_packets=14486
Protocol mix: UDP=12519, TCP=1963, ARP=4
Top source IPs: 45.84.189.66=8666, 157.240.234.63=2898, 192.168.100.51 (internal_host)=1537, 212.154.111.99=842, 157.240.234.174=344
Top dest IPs: 192.168.100.51 (internal_host)=12945, 212.154.111.99=715, 45.84.189.66=243, 157.240.234.63=233, 157.240.234.174=157
TCP flags: ACK=1902, PSH=897, SYN=70, FIN=30, RST=28
TCP distinct_dst_ports=44, top_ports=[(443, 845), (34180, 411), (34206, 239), (80, 49), (53, 42), (57644, 38), (58884, 30), (34202, 19), (34200, 17), (34192, 16)]
ARP: requests=2, replies=2, distinct_announced_IPs=2
Behavioral indicators: port_scan_signature (distinct_dst_ports=44, SYN=70, RST=28)"
116,normal,,02_normal.pcap,1,"Time window #1: duration=10.0s, total_packets=694
Protocol mix: TCP=606, UDP=88
Top source IPs: 192.168.100.51 (internal_host)=360, 192.168.100.1 (gateway)=91, 151.101.1.91=61, 45.84.189.66=34, 172.217.16.138=24
Top dest IPs: 192.168.100.51 (internal_host)=332, 192.168.100.1 (gateway)=136, 151.101.1.91=59, 45.84.189.66=29, 172.217.16.138=20
TCP flags: ACK=576, PSH=285, SYN=46, FIN=15, RST=7
TCP distinct_dst_ports=26, top_ports=[(443, 161), (53, 136), (58884, 91), (80, 28), (57644, 19), (37668, 16), (37246, 15), (51288, 14), (43254, 12), (42370, 11)]
Behavioral indicators: none"
117,normal,,02_normal.pcap,31,"Time window #31: duration=9.8s, total_packets=364
Protocol mix: TCP=319, UDP=45
Top source IPs: 192.168.100.51 (internal_host)=175, 172.217.171.78=22, 192.168.100.1 (gateway)=14, 151.101.193.91=13, 18.66.214.38=12
Top dest IPs: 192.168.100.51 (internal_host)=187, 192.168.100.1 (gateway)=15, 172.217.171.78=14, 18.66.214.38=12, 151.101.193.91=11
TCP flags: ACK=313, PSH=116, FIN=41, RST=4, SYN=4
TCP distinct_dst_ports=60, top_ports=[(443, 104), (80, 38), (53, 15), (60918, 14), (56474, 13), (50274, 7), (41234, 7), (37368, 6), (56260, 4), (56234, 4)]
Behavioral indicators: none"
118,malicious,arp_spoof,03_arp_spoof.pcap,3,"Time window #3: duration=9.5s, total_packets=995
Protocol mix: ARP=981, UDP=9, DNS=5, TCP=3, ICMP=1
Top source IPs: 192.168.100.50 (kali_attacker)=7, 192.168.100.51 (internal_host)=3, 192.168.100.1 (gateway)=3
Top dest IPs: 192.168.100.1 (gateway)=4, 192.168.100.50 (kali_attacker)=3, 192.168.100.51 (internal_host)=2, 239.255.255.250=2, 224.0.0.251=1
TCP flags: ACK=3, FIN=2
TCP distinct_dst_ports=2, top_ports=[(53, 2), (57260, 1)]
ARP: requests=981, replies=0, distinct_announced_IPs=1
DNS queries: count=3, examples=['1.100.168.192.in-addr.arpa', '_services._dns-sd._udp.local']
Behavioral indicators: none"
